Hd_City,HdMean,HdLowFid,HdHighFid,HdMeanByUS,HdRelByUS,Hd_Lat,Hd_Log
ALMontgomery,2.3,2.1,2.5,6.4,-0.64,32.38236251,-86.3566609
ALBirmingham,5.2,4.5,6,6.4,-0.19,33.50341959,-86.61809834
ALBirmingham,7.3,6.8,7.9,6.4,0.14,33.56500159,-86.71010248
ALMontgomery,6.1,5.4,6.8,6.4,-0.05,32.37943082,-86.30804872
ALBirmingham,8.3,7.8,8.9,6.4,0.30,33.61829244,-86.68014831
ALTuscaloosa,4,3.3,4.7,6.4,-0.38,33.35336401,-87.54175508
ALBirmingham,7.5,7,8.1,6.4,0.17,33.48476397,-86.89813929
ALBirmingham,8.4,7.8,9.1,6.4,0.31,33.50596558,-86.87455061
ALMontgomery,7.1,6.6,7.7,6.4,0.11,32.33568952,-86.29078703
ALHoover,5.3,4.7,6,6.4,-0.17,33.40198065,-86.85034357
ALHuntsville,7.7,7.1,8.3,6.4,0.20,34.76793016,-86.63467835
ALTuscaloosa,4.2,3.7,4.7,6.4,-0.34,33.12349833,-87.56324587
ALMontgomery,7.4,6.6,8.3,6.4,0.16,32.35516192,-86.25765782
ALHuntsville,6,5.3,6.8,6.4,-0.06,34.72731921,-86.56737691
ALMontgomery,3.5,3.2,3.9,6.4,-0.45,32.32839753,-86.14008892
ALMobile,5.9,5.3,6.5,6.4,-0.08,30.62395135,-88.21545201
ALHuntsville,4.1,3.8,4.5,6.4,-0.36,34.65423653,-86.83403931
ALHuntsville,5.6,5,6.2,6.4,-0.13,34.60841231,-86.57538811
ALMobile,5.7,5.2,6.2,6.4,-0.11,30.69196092,-88.0738103
ALBirmingham,10.6,9.7,11.6,6.4,0.66,33.54969779,-86.83309447
ALMobile,5.9,5.3,6.5,6.4,-0.08,30.66875653,-88.18081648
ALBirmingham,7.7,7,8.5,6.4,0.20,33.59314019,-86.73579305
ALMontgomery,3.6,3.2,4,6.4,-0.44,32.35078576,-86.13253864
ALTuscaloosa,1.9,1.7,2.1,6.4,-0.70,33.20311352,-87.5527647
ALBirmingham,10.1,9.5,10.9,6.4,0.58,33.4945909,-86.83476394
ALBirmingham,11.1,9.7,12.7,6.4,0.73,33.59194861,-86.86438407
ALBirmingham,1,1,1,6.4,-0.84,33.59674419,-87.08793969
ALTuscaloosa,5,4.5,5.6,6.4,-0.22,33.28952273,-87.49558692
ALMobile,8.5,7.9,9.3,6.4,0.33,30.60325006,-88.09839464
ALBirmingham,3.2,2.8,3.6,6.4,-0.50,33.44437094,-86.84053526
ALBirmingham,1,1,1,6.4,-0.84,33.45569958,-86.65202086
ALBirmingham,7.3,6.8,7.8,6.4,0.14,33.49899593,-86.86476
ALMobile,7,6.2,7.8,6.4,0.09,30.68103281,-88.13750685
ALTuscaloosa,11.3,10.3,12.3,6.4,0.77,33.18858687,-87.56920889
ALHuntsville,8.8,8.1,9.5,6.4,0.38,34.78304302,-86.58984061
ALBirmingham,10.1,9,11.3,6.4,0.58,33.48571489,-86.83278175
ALMobile,7.6,7,8.2,6.4,0.19,30.65477527,-88.17004053
ALMobile,10.9,9.9,12,6.4,0.70,30.71213642,-88.07595396
ALHuntsville,7.5,6.6,8.5,6.4,0.17,34.66137508,-86.56325123
ALBirmingham,8.4,7.7,9.1,6.4,0.31,33.46295433,-86.88984066
ALMontgomery,9.3,8.4,10.3,6.4,0.45,32.33561264,-86.30780247
ALBirmingham,9.2,8.6,9.9,6.4,0.44,33.52987273,-86.81971917
ALMontgomery,3.4,3.1,3.8,6.4,-0.47,32.31045491,-86.15495233
ALBirmingham,4.3,3.9,4.7,6.4,-0.33,33.66418938,-86.69561707
ALMontgomery,5.9,5.5,6.3,6.4,-0.08,32.30424732,-86.22407599
ALHuntsville,7.5,6.9,8.1,6.4,0.17,34.74357584,-86.62105795
ALTuscaloosa,1,1,1,6.4,-0.84,33.21949381,-87.6324594
ALBirmingham,6.1,5.6,6.7,6.4,-0.05,33.4989064,-86.78269914
ALMontgomery,8.2,7.5,9,6.4,0.28,32.37140995,-86.25508472
ALBirmingham,7.2,6.7,7.8,6.4,0.13,33.54998417,-86.89945433
ALMobile,10.9,10,11.8,6.4,0.70,30.6524681,-88.08533209
ALTuscaloosa,6.2,5.7,6.8,6.4,-0.03,33.21421737,-87.49354521
ALMobile,7,6.3,7.8,6.4,0.09,30.71456461,-88.14852912
ALBirmingham,6.2,5.4,7.2,6.4,-0.03,33.49527925,-86.6987185
ALHuntsville,6.2,5.5,6.9,6.4,-0.03,34.74608848,-86.512981
ALHuntsville,7.9,7.3,8.4,6.4,0.23,34.69080318,-86.6186518
ALBirmingham,7.8,7,8.7,6.4,0.22,33.47293849,-86.95473376
ALHoover,4.9,4.3,5.4,6.4,-0.23,33.31280463,-86.90050201
ALTuscaloosa,6.2,5.7,6.7,6.4,-0.03,33.19486427,-87.50906608
ALTuscaloosa,6.6,5.9,7.3,6.4,0.03,33.1932758,-87.58328445
ALMobile,9.5,8.9,10,6.4,0.48,30.66819805,-88.07696769
ALHuntsville,9.9,9.1,10.7,6.4,0.55,34.83899448,-86.65935906
ALTuscaloosa,1.5,1.4,1.6,6.4,-0.77,33.21234925,-87.53871753
ALBirmingham,9.2,8.4,10.1,6.4,0.44,33.48067088,-86.85086715
ALMobile,9.5,8.5,10.6,6.4,0.48,30.7890622,-88.0305346
ALMobile,6.1,5.5,6.9,6.4,-0.05,30.70067676,-88.16129017
ALMontgomery,7.3,6.8,7.9,6.4,0.14,32.41695213,-86.2694458
ALHoover,4,3.7,4.4,6.4,-0.38,33.30458726,-86.88724127
ALMobile,8.3,7.4,9.3,6.4,0.30,30.64346087,-88.14379685
ALBirmingham,5.4,4.9,5.9,6.4,-0.16,33.52138736,-86.74900313
ALMontgomery,5.2,4.5,5.8,6.4,-0.19,32.29578117,-86.13165849
ALMontgomery,5.2,4.8,5.7,6.4,-0.19,32.35762535,-86.20225165
ALMobile,6,5.3,6.8,6.4,-0.06,30.68341309,-88.0744007
ALMobile,9.8,9.1,10.7,6.4,0.53,30.69503233,-88.11408546
ALHuntsville,5.6,5,6.3,6.4,-0.13,34.74500239,-86.55374518
ALHuntsville,2.8,2.5,3,6.4,-0.56,34.77870377,-86.795488
ALTuscaloosa,5.6,5,6.2,6.4,-0.13,33.23574552,-87.49972197
ALMontgomery,7.4,7,7.9,6.4,0.16,32.35133055,-86.30727085
ARLittle Rock,8.6,7.8,9.5,6.4,0.34,34.73842431,-92.31131256
ARJonesboro,9.2,8.4,10.1,6.4,0.44,35.83588776,-90.70575401
ARJonesboro,4.8,4.2,5.4,6.4,-0.25,35.80581599,-90.75899277
ARLittle Rock,5.5,5,5.9,6.4,-0.14,34.65475391,-92.354793
ARFort Smith,9.4,8.3,10.7,6.4,0.47,35.35982551,-94.33952542
ARLittle Rock,6,5.5,6.6,6.4,-0.06,34.75866135,-92.35732426
ARSpringdale,4.6,4,5.2,6.4,-0.28,36.22388525,-94.2145134
ARFort Smith,8,7.4,8.6,6.4,0.25,35.3334829,-94.41351372
ARFayetteville,4.2,3.8,4.7,6.4,-0.34,36.11352628,-94.11372856
ARLittle Rock,4.9,4.5,5.4,6.4,-0.23,34.74606768,-92.27767231
ARJonesboro,1,1,1,6.4,-0.84,35.78560227,-90.78630079
ARFort Smith,6.8,6.4,7.3,6.4,0.06,35.38021507,-94.38781082
ARLittle Rock,9,8.3,9.7,6.4,0.41,34.7067108,-92.18285304
ARJonesboro,5.7,5.3,6,6.4,-0.11,35.78858697,-90.65557803
ARLittle Rock,5.9,5.5,6.3,6.4,-0.08,34.70000474,-92.34003425
ARFayetteville,4,3.7,4.2,6.4,-0.38,36.0776719,-94.18773502
ARLittle Rock,3.8,3.5,4.2,6.4,-0.41,34.75003671,-92.4238407
ARLittle Rock,7.7,7.1,8.4,6.4,0.20,34.70933314,-92.36186272
ARFort Smith,8.4,8,8.8,6.4,0.31,35.39315351,-94.40569847
ARJonesboro,6.3,5.8,6.9,6.4,-0.02,35.86750287,-90.68267689
ARSpringdale,6.5,6.1,7,6.4,0.02,36.19968122,-94.14942595
ARLittle Rock,6.2,5.8,6.6,6.4,-0.03,34.67511387,-92.32280956
ARSpringdale,6.2,5.5,6.9,6.4,-0.03,36.19328129,-94.16756426
ARLittle Rock,7.4,6.9,7.9,6.4,0.16,34.73087632,-92.22930827
ARLittle Rock,5,4.5,5.6,6.4,-0.22,34.79185353,-92.45909644
ARLittle Rock,4.6,4.1,5.1,6.4,-0.28,34.75782251,-92.32737882
ARLittle Rock,4.2,3.9,4.5,6.4,-0.34,34.76160186,-92.39760562
ARFayetteville,5.2,4.7,5.8,6.4,-0.19,36.09244876,-94.13947618
ARLittle Rock,6.6,6.2,7.1,6.4,0.03,34.73403767,-92.36428053
ARLittle Rock,6.4,6,6.7,6.4,0.00,34.65150249,-92.37382566
ARFort Smith,9.3,8.5,10.1,6.4,0.45,35.34457104,-94.41424779
ARLittle Rock,5.3,4.6,6.1,6.4,-0.17,34.7611917,-92.43303626
ARFayetteville,4.9,4.4,5.4,6.4,-0.23,36.06985569,-94.13864807
ARLittle Rock,6.4,5.8,6.9,6.4,0.00,34.72477912,-92.32890527
ARFayetteville,2.8,2.5,3,6.4,-0.56,36.11865506,-94.16204508
ARLittle Rock,1,1,1,6.4,-0.84,34.7692768,-92.48703357
ARJonesboro,6.6,6.1,7.1,6.4,0.03,35.80385965,-90.68031336
ARLittle Rock,4.8,4.4,5.2,6.4,-0.25,34.63740056,-92.34532324
ARLittle Rock,3.2,3,3.5,6.4,-0.50,34.68349734,-92.41614151
ARLittle Rock,5.7,5.1,6.2,6.4,-0.11,34.74777204,-92.35399153
ARLittle Rock,8,7.3,8.7,6.4,0.25,34.7305695,-92.28074569
ARFayetteville,5.9,5.4,6.4,6.4,-0.08,36.03308447,-94.19985709
ARFort Smith,6.6,5.8,7.3,6.4,0.03,35.29182587,-94.40377526
ARFort Smith,7.8,7.2,8.5,6.4,0.22,35.37879141,-94.41084326
ARLittle Rock,6.1,5.6,6.5,6.4,-0.05,34.66069735,-92.33167365
ARSpringdale,5,4.7,5.5,6.4,-0.22,36.16639244,-94.10848575
ARLittle Rock,9.6,8.7,10.5,6.4,0.50,34.71673107,-92.27444453
ARLittle Rock,4.7,4.2,5.2,6.4,-0.27,34.7396917,-92.40092583
ARLittle Rock,4,3.6,4.3,6.4,-0.38,34.75942816,-92.30562831
ARFayetteville,3.2,3,3.6,6.4,-0.50,36.08304365,-94.24291139
ARLittle Rock,7.6,7.1,8,6.4,0.19,34.73235209,-92.26285603
ARFayetteville,5.5,5.1,6,6.4,-0.14,36.03422525,-94.16718726
ARJonesboro,1,1,1,6.4,-0.84,35.82409357,-90.55234965
ARSpringdale,5.4,4.8,6.1,6.4,-0.16,36.16073412,-94.18592585
ARLittle Rock,5.5,5.1,6,6.4,-0.14,34.77647719,-92.38798091
ARFayetteville,1,1,1,6.4,-0.84,36.112328,-94.21175132
ARLittle Rock,4.2,3.8,4.7,6.4,-0.34,34.78676351,-92.48470884
ARFort Smith,8.7,8.1,9.3,6.4,0.36,35.39428455,-94.39153325
ARSpringdale,3.9,3.5,4.2,6.4,-0.39,36.22833201,-94.12528143
ARJonesboro,3.1,2.9,3.3,6.4,-0.52,35.84396723,-90.68202822
ARFort Smith,6.8,6.1,7.5,6.4,0.06,35.34136853,-94.32501421
ARSpringdale,6.9,6.4,7.4,6.4,0.08,36.18187315,-94.13294766
ARFayetteville,3.2,2.9,3.6,6.4,-0.50,36.06639988,-94.23796005
ARLittle Rock,4.1,3.8,4.5,6.4,-0.36,34.74807022,-92.3183291
ARSpringdale,5.4,4.7,6.1,6.4,-0.16,36.19045409,-94.19225634
ARLittle Rock,5.2,4.8,5.6,6.4,-0.19,34.80771398,-92.42948421
ARLittle Rock,10.1,9.1,11.2,6.4,0.58,34.6974347,-92.26755414
ARLittle Rock,5.1,4.6,5.6,6.4,-0.20,34.78458413,-92.41229186
ARJonesboro,6.6,6,7.1,6.4,0.03,35.86013177,-90.73149591
ARFort Smith,8.4,7.9,8.8,6.4,0.31,35.37965908,-94.42360943
ARFort Smith,6.6,6.1,7.2,6.4,0.03,35.31504948,-94.41681626
ARLittle Rock,6.9,6.3,7.5,6.4,0.08,34.73931071,-92.33024657
ARSpringdale,6.4,5.9,7,6.4,0.00,36.15697754,-94.15376032
ARFort Smith,6.1,5.5,6.7,6.4,-0.05,35.33857317,-94.36769017
ARFayetteville,5.3,4.8,5.8,6.4,-0.17,36.09512485,-94.15748678
ARLittle Rock,4.9,4.4,5.3,6.4,-0.23,34.65874771,-92.43314716
ARJonesboro,11.2,10.1,12.4,6.4,0.75,35.77438489,-90.57582053
ARLittle Rock,8.2,7.6,8.8,6.4,0.28,34.63788532,-92.40936846
ARJonesboro,4.9,4.3,5.5,6.4,-0.23,35.86884198,-90.63846504
ARFayetteville,5.9,5.4,6.5,6.4,-0.08,36.03763764,-94.12286988
ARLittle Rock,6.3,5.8,6.8,6.4,-0.02,34.72512793,-92.34597772
ARLittle Rock,4,3.7,4.3,6.4,-0.38,34.76484376,-92.40700179
ARFayetteville,2.8,2.6,3.1,6.4,-0.56,36.09850658,-94.20161558
ARSpringdale,6.1,5.6,6.6,6.4,-0.05,36.15706002,-94.13248193
ARFort Smith,9.1,8.4,9.8,6.4,0.42,35.3955417,-94.37613298
ARLittle Rock,5.1,4.7,5.6,6.4,-0.20,34.77430705,-92.32621759
ARSpringdale,6.2,5.7,6.7,6.4,-0.03,36.21662328,-94.10625399
ARFayetteville,5,4.4,5.6,6.4,-0.22,36.06010739,-94.08657949
ARFort Smith,4.9,4.4,5.5,6.4,-0.23,35.26683989,-94.37153115
ARLittle Rock,9.4,8.7,10.2,6.4,0.47,34.72159781,-92.29624216
ARLittle Rock,4.9,4.4,5.4,6.4,-0.23,34.79590427,-92.42698401
ARFort Smith,7.8,7.2,8.6,6.4,0.22,35.36407062,-94.41284581
ARLittle Rock,5,4.5,5.4,6.4,-0.22,34.78332302,-92.36341269
ARFayetteville,2.8,2.6,3,6.4,-0.56,36.0638743,-94.16946288
ARFort Smith,5.5,5,5.9,6.4,-0.14,35.30168434,-94.34796382
ARJonesboro,4.9,4.4,5.5,6.4,-0.23,35.78287027,-90.71267368
ARLittle Rock,6.8,6.3,7.4,6.4,0.06,34.76867131,-92.36296752
ARFayetteville,2.5,2.3,2.7,6.4,-0.61,36.09254736,-94.17002203
ARJonesboro,7.5,6.6,8.3,6.4,0.17,35.81905907,-90.71823476
ARLittle Rock,7.9,7.1,8.7,6.4,0.23,34.73452353,-92.38429031
ARSpringdale,8.4,7.7,9,6.4,0.31,36.18202135,-94.15055345
ARFort Smith,8,7,8.9,6.4,0.25,35.36295726,-94.38544668
ARSpringdale,5,4.4,5.7,6.4,-0.22,36.15020134,-94.08641176
ARFort Smith,8.4,7.9,9,6.4,0.31,35.42437131,-94.40201552
ARLittle Rock,7.9,7.3,8.6,6.4,0.23,34.73940633,-92.29257093
ARLittle Rock,6.1,5.7,6.5,6.4,-0.05,34.69477603,-92.31940422
ARJonesboro,8.5,7.4,9.6,6.4,0.33,35.82873669,-90.68562158
ARSpringdale,5.1,4.7,5.5,6.4,-0.20,36.22258714,-94.15459747
ARJonesboro,6.2,5.6,6.7,6.4,-0.03,35.81472917,-90.60891752
ARSpringdale,6.6,6.1,7.1,6.4,0.03,36.19846496,-94.11641359
ARLittle Rock,6.9,6.5,7.4,6.4,0.08,34.66871306,-92.38981429
ARJonesboro,6.5,5.8,7.1,6.4,0.02,35.83529362,-90.73243494
ARLittle Rock,5.4,5,6,6.4,-0.16,34.77580205,-92.43074078
ARFort Smith,8.8,8.1,9.6,6.4,0.38,35.38538415,-94.35798406
ARSpringdale,5.6,5.1,6.1,6.4,-0.13,36.18147091,-94.09254419
ARFort Smith,6.7,6.1,7.5,6.4,0.05,35.3549315,-94.4036605
ARFort Smith,7.6,7.2,8.1,6.4,0.19,35.41572835,-94.37306531
ARLittle Rock,5.9,5.3,6.5,6.4,-0.08,34.75677331,-92.38404004
ARFayetteville,7,6,7.9,6.4,0.09,36.12056806,-94.13141082
ARLittle Rock,5.2,4.8,5.7,6.4,-0.19,34.70206672,-92.39018749
ARLittle Rock,7.5,6.9,8.2,6.4,0.17,34.72508775,-92.31154087
ARLittle Rock,3.8,3.5,4.1,6.4,-0.41,34.73285286,-92.42540543
AZChandler,4.3,4,4.5,6.4,-0.33,33.29890212,-111.8328861
AZChandler,3.6,3.3,3.9,6.4,-0.44,33.34241879,-111.8504007
AZAvondale,5.3,4.9,5.7,6.4,-0.17,33.40918375,-112.3304979
AZChandler,3.9,3.6,4.2,6.4,-0.39,33.32794213,-111.8329238
AZChandler,3.9,3.6,4.3,6.4,-0.39,33.35314877,-111.8854314
AZAvondale,2.8,2.7,3,6.4,-0.56,33.48478405,-112.3482114
AZGilbert,3.8,3.4,4.2,6.4,-0.41,33.37180731,-111.7642006
AZGilbert,3.3,3,3.6,6.4,-0.48,33.32840953,-111.7643407
AZChandler,11.5,9.8,13.2,6.4,0.80,33.23252579,-111.8674335
AZChandler,2.9,2.6,3.2,6.4,-0.55,33.28367969,-111.8848561
AZChandler,3.2,2.9,3.5,6.4,-0.50,33.31369477,-111.9374657
AZChandler,2.9,2.7,3.2,6.4,-0.55,33.26919752,-111.8500969
AZChandler,13.1,11.3,14.7,6.4,1.05,33.21195467,-111.8147421
AZGilbert,2.7,2.5,3,6.4,-0.58,33.23729286,-111.7348678
AZChandler,2.9,2.6,3.3,6.4,-0.55,33.24129988,-111.7887016
AZChandler,2.3,2.1,2.6,6.4,-0.64,33.25619471,-111.7914507
AZGilbert,3.7,3.4,3.9,6.4,-0.42,33.31514547,-111.7863207
AZGilbert,3.5,3.1,3.8,6.4,-0.45,33.34296791,-111.7470134
AZGilbert,3.9,3.4,4.5,6.4,-0.39,33.2275895,-111.6967101
AZGilbert,2.2,2,2.4,6.4,-0.66,33.30044443,-111.7403994
AZChandler,3.4,3,3.7,6.4,-0.47,33.2980704,-111.9194466
AZGilbert,3.4,3.1,3.7,6.4,-0.47,33.3716989,-111.7983842
AZChandler,1,1,1,6.4,-0.84,33.20798747,-111.8489549
AZAvondale,2.6,2.4,2.7,6.4,-0.59,33.42793778,-112.3197846
AZGilbert,2.7,2.4,3,6.4,-0.58,33.38243002,-111.7235695
AZGilbert,3.3,3.1,3.6,6.4,-0.48,33.3503537,-111.7214688
AZChandler,3.2,2.9,3.6,6.4,-0.50,33.31545182,-111.9192284
AZAvondale,3.7,3.5,4,6.4,-0.42,33.44972765,-112.3234232
AZChandler,4.1,3.8,4.4,6.4,-0.36,33.32786245,-111.8503884
AZAvondale,4.5,4.1,4.9,6.4,-0.30,33.48944283,-112.3020072
AZChandler,3.1,2.6,3.6,6.4,-0.52,33.32605141,-111.91465
AZChandler,2.8,2.6,3.1,6.4,-0.56,33.28758763,-111.8128178
AZGilbert,9.2,8,10.6,6.4,0.44,33.25648839,-111.7031401
AZChandler,2.5,2.3,2.7,6.4,-0.61,33.34632306,-111.8363542
AZAvondale,1,1,1,6.4,-0.84,33.41303569,-112.3525516
AZChandler,3.3,3,3.6,6.4,-0.48,33.31290463,-111.9028025
AZChandler,3.5,3.1,3.9,6.4,-0.45,33.2391179,-111.8692431
AZAvondale,3,2.8,3.2,6.4,-0.53,33.44248885,-112.315118
AZChandler,3.5,3.2,3.8,6.4,-0.45,33.31528903,-111.958804
AZGilbert,1.8,1.7,2,6.4,-0.72,33.32820506,-111.7035678
AZGilbert,3.5,3.1,3.9,6.4,-0.45,33.34280297,-111.7812543
AZChandler,3.6,3.3,4,6.4,-0.44,33.2673715,-111.8172622
AZChandler,1,1,1,6.4,-0.84,33.35295927,-111.8945095
AZGilbert,2.3,2.1,2.4,6.4,-0.64,33.26539088,-111.7587642
AZGilbert,3.5,3.2,3.9,6.4,-0.45,33.3431492,-111.7642371
AZGilbert,3.1,2.8,3.4,6.4,-0.52,33.35705289,-111.8157213
AZChandler,3.7,3.4,4.1,6.4,-0.42,33.31357143,-111.8155298
AZChandler,4.4,4,4.7,6.4,-0.31,33.31345173,-111.8371642
AZAvondale,2,1.9,2.2,6.4,-0.69,33.49776277,-112.324917
AZChandler,1,1,1,6.4,-0.84,33.29822808,-111.9581247
AZGilbert,3.1,2.8,3.4,6.4,-0.52,33.32830062,-111.7814918
AZChandler,3.3,3,3.6,6.4,-0.48,33.21191224,-111.797787
AZChandler,3.4,3.1,3.8,6.4,-0.47,33.3100137,-111.7984975
AZGilbert,2.4,2.1,2.6,6.4,-0.63,33.29955235,-111.7036308
AZChandler,3.5,3.2,3.8,6.4,-0.45,33.32786572,-111.8677684
AZAvondale,6.4,5.9,6.8,6.4,0.00,33.42638605,-112.3445579
AZChandler,2.6,2.3,2.8,6.4,-0.59,33.24078866,-111.81542
AZChandler,3.3,3.1,3.7,6.4,-0.48,33.29829283,-111.9026265
AZGilbert,2.5,2.3,2.7,6.4,-0.61,33.3141201,-111.7297179
AZChandler,4.2,3.8,4.6,6.4,-0.34,33.29857168,-111.7993142
AZChandler,5.6,4.9,6.4,6.4,-0.13,33.34220681,-111.8841971
AZGilbert,3.8,3.5,4.2,6.4,-0.41,33.35737605,-111.7644951
AZAvondale,3.3,3.1,3.6,6.4,-0.48,33.42549374,-112.2991395
AZChandler,4,3.7,4.3,6.4,-0.38,33.29884189,-111.8502223
AZChandler,2.5,2.3,2.8,6.4,-0.61,33.26943299,-111.7840637
AZChandler,2.8,2.5,3.2,6.4,-0.56,33.22623008,-111.7741196
AZGilbert,3.4,3.1,3.8,6.4,-0.47,33.3720323,-111.730671
AZGilbert,1,1,1,6.4,-0.84,33.38186843,-111.7168152
AZAvondale,6.8,6.3,7.3,6.4,0.06,33.43182249,-112.2961156
AZGilbert,4.1,3.7,4.5,6.4,-0.36,33.37175916,-111.7812094
AZGilbert,3,2.8,3.3,6.4,-0.53,33.32841596,-111.7302073
AZChandler,3.1,2.9,3.4,6.4,-0.52,33.28406157,-111.8501152
AZChandler,4,3.6,4.4,6.4,-0.38,33.25469258,-111.873215
AZChandler,10,8.8,11.2,6.4,0.56,33.21195065,-111.7808712
AZAvondale,3.3,3,3.5,6.4,-0.48,33.48595367,-112.3281549
AZChandler,5.2,4.7,5.9,6.4,-0.19,33.35336186,-111.8504487
AZPhoenix,6.6,6.2,7.1,6.4,0.03,33.59224686,-112.0821225
AZPhoenix,7.3,6.6,8,6.4,0.14,33.48785445,-112.0085684
AZMesa,4.3,3.9,4.8,6.4,-0.33,33.4591061,-111.7620112
AZGlendale,5.8,5.3,6.3,6.4,-0.09,33.57471498,-112.1602866
AZGlendale,4.5,4.2,4.7,6.4,-0.30,33.53451155,-112.211759
AZPeoria,5.5,5.1,6,6.4,-0.14,33.58853023,-112.228887
AZPhoenix,3.3,3.1,3.5,6.4,-0.48,33.85376462,-112.1873692
AZPhoenix,3.5,3.2,3.8,6.4,-0.45,33.29922676,-112.0736494
AZMesa,1,1,1,6.4,-0.84,33.40987031,-111.6084873
AZGlendale,4.9,4.4,5.6,6.4,-0.23,33.66032665,-112.2116877
AZPhoenix,4.2,3.9,4.5,6.4,-0.34,33.63345404,-112.016688
AZPhoenix,4.6,4.2,5.1,6.4,-0.28,33.47297084,-112.05638
AZPhoenix,6.6,6.1,7.1,6.4,0.03,33.45865125,-112.1258756
AZPhoenix,5.9,5.3,6.4,6.4,-0.08,33.60521942,-112.0854375
AZPhoenix,4.7,4.3,5,6.4,-0.27,33.48747073,-112.21623
AZMesa,5.5,4.9,6.1,6.4,-0.14,33.38943008,-111.693856
AZGlendale,4.8,4.5,5,6.4,-0.25,33.56024017,-112.1883998
AZPhoenix,5,4.6,5.3,6.4,-0.22,33.36791145,-112.0576411
AZGlendale,3.2,3,3.5,6.4,-0.50,33.54396821,-112.2465529
AZPhoenix,5.1,4.6,5.7,6.4,-0.20,33.65158939,-111.9868183
AZPhoenix,4.3,4.1,4.7,6.4,-0.33,33.50100447,-112.2812997
AZPhoenix,5.9,5.4,6.4,6.4,-0.08,33.45511161,-112.0519793
AZPhoenix,3.4,3.2,3.7,6.4,-0.47,33.51515147,-112.2811629
AZPhoenix,4.4,4.2,4.7,6.4,-0.31,33.45873147,-112.1949162
AZPhoenix,3.6,3.2,4.1,6.4,-0.44,33.68160405,-112.0015227
AZPeoria,6.9,6,8,6.4,0.08,33.82149073,-112.354292
AZPhoenix,4.5,4.1,4.9,6.4,-0.30,33.60358078,-112.1425788
AZMesa,5,4.7,5.3,6.4,-0.22,33.40422266,-111.8141162
AZMesa,3.8,3.4,4.2,6.4,-0.41,33.4574588,-111.6602746
AZPhoenix,8.4,7.9,8.9,6.4,0.31,33.44037684,-112.0912503
AZPeoria,2.7,2.5,3,6.4,-0.58,33.72074561,-112.2497818
AZMesa,3.1,2.8,3.3,6.4,-0.52,33.43217917,-111.8750324
AZPhoenix,6.8,6.3,7.4,6.4,0.06,33.39930522,-112.1380829
AZPeoria,2.6,2.4,2.8,6.4,-0.59,33.75844137,-112.3111799
AZMesa,3.8,3.4,4.2,6.4,-0.41,33.37187191,-111.8723126
AZPeoria,11.5,10.1,13.1,6.4,0.80,33.65992271,-112.2637398
AZPhoenix,5.1,4.6,5.7,6.4,-0.20,33.60471125,-112.0045108
AZPhoenix,6.2,5.6,6.9,6.4,-0.03,33.66650571,-112.0224748
AZPhoenix,2.9,2.7,3.1,6.4,-0.55,33.38419984,-112.206801
AZMesa,6.9,6.3,7.6,6.4,0.08,33.4006103,-111.644494
AZPhoenix,6.9,6.1,8,6.4,0.08,33.50538365,-111.9416895
AZMesa,4,3.6,4.3,6.4,-0.38,33.42735301,-111.588363
AZMesa,3.6,3.3,4,6.4,-0.44,33.38611384,-111.7970863
AZMesa,5.7,5.2,6.3,6.4,-0.11,33.44523361,-111.8465675
AZGlendale,6.6,6.2,7,6.4,0.03,33.52730729,-112.1591843
AZPhoenix,5.1,4.7,5.5,6.4,-0.20,33.48863417,-112.0366393
AZPhoenix,5.5,5.1,5.9,6.4,-0.14,33.48699648,-112.2508164
AZGlendale,0.9,0.8,1,6.4,-0.86,33.5366076,-112.3733887
AZPhoenix,5,4.5,5.6,6.4,-0.22,33.50236254,-112.0215697
AZPhoenix,5,4.6,5.4,6.4,-0.22,33.57577537,-112.1294854
AZPhoenix,3.3,3,3.5,6.4,-0.48,33.37463573,-112.1051889
AZPhoenix,4.5,4.1,5,6.4,-0.30,33.51646897,-112.0518734
AZPhoenix,5.2,4.8,5.6,6.4,-0.19,33.4696102,-112.1777424
AZPhoenix,6.1,5.7,6.7,6.4,-0.05,33.54580579,-112.1428876
AZPhoenix,5.9,5.5,6.4,6.4,-0.08,33.45667016,-112.1430073
AZMesa,4.6,4.1,5.1,6.4,-0.28,33.37154129,-111.8508083
AZPhoenix,4.4,3.9,4.9,6.4,-0.31,33.66191086,-112.0570746
AZPhoenix,4.9,4.5,5.2,6.4,-0.23,33.50638865,-112.0737051
AZPhoenix,5.5,5.1,6,6.4,-0.14,33.56032345,-112.1472604
AZGlendale,5.7,5.1,6.4,6.4,-0.11,33.64701652,-112.2097881
AZPhoenix,6.7,6.4,7.1,6.4,0.05,33.4139776,-112.0731935
AZGlendale,1,1,1,6.4,-0.84,33.50908761,-112.2121817
AZMesa,4.2,3.8,4.6,6.4,-0.34,33.43001713,-111.7450053
AZPhoenix,7.2,6.5,7.9,6.4,0.13,33.53138023,-112.1059166
AZMesa,4,3.7,4.4,6.4,-0.38,33.38584836,-111.8666328
AZPhoenix,5.4,5,5.9,6.4,-0.16,33.53105053,-112.0737184
AZMesa,6,5.6,6.4,6.4,-0.06,33.4183111,-111.86874
AZPeoria,2.8,2.5,3.1,6.4,-0.56,33.73933765,-112.2458031
AZMesa,5.7,5.2,6.3,6.4,-0.11,33.42993532,-111.7794889
